0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024716,0.032086,0.032059,0.027993,0.025936,0.02578,0.024848,0.025165,0.028748,0.032856,0.033631,0.027633,0.014913,0.002495,0.0042037,0.0077877,0.011387,0.013919,0.01387,0.012072,0.010142,0.0089141,0.0090772,0.0094696,0.0062897,0.03464,0.060835,0.074049,0.09037,0.078028,0.07909,0.082786,0.084315,0.081861,0.07993,0.082794,0.08515,0.079834,0.06553,0.047701,0.035265,0.029147,0.022899,0.015562,0.0097901,0.0056674,0.0028932,0.00075847,0.010568,0.027056,0.041843,0.050484,0.062922,0.087174,0.11595,0.13941,0.15549,0.1662,0.1704,0.16168,0.13913,0.11402,0.097134,0.087485,0.075082,0.055043,0.032811,0.011049,0.013761,0.031318,0.027105,0.016625,0.02111,0.044989,0.08202,0.10609,0.099139,0.076028,0.050801,0.038664,0.044213,0.04297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063808,0.052049,0.04226,0.041562,0.017575,0.018363,0.04891,0.05777,0.054548,0.051027,0.051688,0.050786,0.051073,0.057019,0.064315,0.065221,0.052783,0.027981,0.0043814,0.0083524,0.015465,0.022649,0.027501,0.027043,0.022908,0.018501,0.015927,0.016584,0.017693,0.011656,0.036001,0.064541,0.073999,0.10421,0.11375,0.11545,0.1198,0.12107,0.1169,0.114,0.11806,0.12151,0.11485,0.095791,0.071075,0.053554,0.044891,0.03555,0.024248,0.01544,0.0096655,0.0063663,0.0018132,0.01211,0.0363,0.05793,0.06875,0.082013,0.11096,0.14776,0.17936,0.20314,0.22181,0.23321,0.22674,0.19819,0.16488,0.14712,0.14294,0.13253,0.1082,0.084414,0.070084,0.054924,0.044949,0.059784,0.07855,0.069038,0.027205,0.029562,0.057508,0.04341,0.024164,0.026952,0.063788,0.087199,0.087878,0.076134,0.049032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084339,0.097758,0.10701,0.095965,0.080322,0.080167,0.11149,0.099016,0.045414,0.074812,0.07598,0.070771,0.073506,0.074649,0.074805,0.080734,0.088675,0.087787,0.068757,0.03526,0.0051701,0.01124,0.021632,0.032253,0.038854,0.036994,0.028953,0.020745,0.016924,0.019265,0.022271,0.014513,0.043614,0.076023,0.073504,0.12368,0.14412,0.1452,0.1481,0.14674,0.13932,0.13494,0.13916,0.14276,0.13693,0.11835,0.091778,0.072262,0.06268,0.050828,0.035195,0.022985,0.01641,0.014506,0.010717,0.0072696,0.04185,0.073645,0.083145,0.082078,0.095535,0.1253,0.15788,0.18721,0.21497,0.2431,0.25964,0.24797,0.22767,0.23345,0.25995,0.27536,0.27554,0.28763,0.32433,0.36381,0.39443,0.43137,0.45465,0.42599,0.35234,0.29282,0.31204,0.35201,0.31836,0.14851,0.033863,0.10544,0.12798,0.12368,0.066361,0.0011896,0.0044305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083395,0.11904,0.13243,0.13489,0.13839,0.12725,0.10454,0.10411,0.083325,0.10174,0.035602,0.08379,0.087372,0.076696,0.083155,0.091053,0.091349,0.090769,0.091612,0.083846,0.060779,0.032152,0.011941,0.00049879,0.013801,0.027708,0.03574,0.03144,0.015918,0.0011178,0.0018561,0.0075297,0.017435,0.011661,0.00072851,0.008226,0.048616,0.11515,0.15239,0.14586,0.14082,0.12645,0.10585,0.09258,0.086741,0.081917,0.084628,0.090942,0.087596,0.082363,0.082369,0.074924,0.056336,0.040195,0.037031,0.040279,0.024277,0.038324,0.13901,0.21781,0.2217,0.16261,0.11312,0.11668,0.14917,0.17939,0.21601,0.3005,0.41209,0.48537,0.53385,0.61774,0.74616,0.88597,1.0248,1.1573,1.2908,1.4513,1.6304,0,0,0,0,0,0,0,0,0,0.10656,0.08343,0.17309,0.16593,0.02979,0.012819,0.011832,0.007451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068881,0.11105,0.14998,0.17349,0.17075,0.14867,0.1021,0.046056,0.044101,0.049888,0.010695,0.062389,0.13874,0.14347,0.12042,0.13537,0.16554,0.16576,0.13326,0.10755,0.090883,0.087998,0.13003,0.19933,0.2273,0.20115,0.15927,0.12214,0.10874,0.12783,0.14455,0.12174,0.065439,0.01495,0.0014648,0.016869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72417,0.71423,0.77222,0,0.99517,1.1287,1.2615,1.3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31076,0.01257,0.026421,0.02323,0.026517,0.024894,0.015036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.057093,0.095796,0.13753,0.17426,0.19031,0.12886,0.088969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041567,0.055436,0.065006,0.04915,0.032618,0.018892,0.0090534,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.031294,0.050288,0.076868,0.11808,0.16078,0.17543,0.052081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6244,1.5339,1.3674,1.2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13516,0.098198,0.070797,0.056161,0.048606,0.052429,0.014961,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.039099,0.047515,0.061234,0.088107,0.13538,0.16852,0.030235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10826,0.091382,0.020903,0.07096,0.048503,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.06527,0.071667,0.076992,0.096829,0.14766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6179,1.3927,1.1956,1.1361,1.2116,1.2991,1.2625,0,0,0,0,0,0,0,0,0,0,0,0,0.014102,0.203,0.16368,0.10579,0.049384,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.045477,0.075929,0.09553,0.10565,0.12585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6115,1.4255,1.26,1.1346,0.97193,0.7565,0.59658,0.57297,0.64365,0.70632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28289,0.22844,0.15658,0.07424,0,0,0,0,0,0,0,0,0,0,0
